name,city,rating,rating_count,cost,main_city,cuisine
BASANT PARCEL,ADITYAPUR,4.0,30,100,OTHER,NORTH INDIAN
MURARI BHOJANALAY,ADITYAPUR,4.5,300,199,OTHER,INDIAN
PIZZA 99,ADITYAPUR,3.5,30,200,OTHER,PIZZAS
NEW GANGOUR SWEETS (SAKCHI),ADITYAPUR,4.5,80,199,OTHER,SWEETS
WOK (HOTEL GANGA REGENCY),ADITYAPUR,4.0,80,400,OTHER,CHINESE
THE HORIZON EATERY,ADITYAPUR,4.0,254,299,OTHER,CHINESE
AM 2 PM  FOODS,ADITYAPUR,4.0,254,200,OTHER,INDIAN
JUNCTION PURE VEG FAST FOOD,ADITYAPUR,4.0,30,200,OTHER,STREET FOOD
DOSA JUNCTION,ADITYAPUR,3.5,30,150,OTHER,SOUTH INDIAN
LAL'S FAST FOOD,ADITYAPUR,4.0,254,200,OTHER,INDIAN
THE CAKE HOUSE,ADITYAPUR,4.5,30,399,OTHER,BAKERY
KANCHAN EGG ROLL,ADITYAPUR,4.0,30,150,OTHER,CHINESE
PUJA SWEETS BHALUBASA,ADITYAPUR,5.0,80,100,OTHER,BENGALI
ANGAARA (HOTEL GANGA REGENCY),ADITYAPUR,4.0,254,299,OTHER,TANDOOR
THE TINKONIYA RESTAURANT,ADITYAPUR,4.0,254,200,OTHER,FAST FOOD
BANARSI PAAN BHANDHAR,ADITYAPUR,4.0,254,150,OTHER,PAAN
NILESH LITTI,ADITYAPUR,4.0,254,150,OTHER,BIHARI
BRINDAVAN SWEETS,ADITYAPUR,4.0,254,100,OTHER,STREET FOOD
PIPAL,ADITYAPUR,4.0,300,300,OTHER,INDIAN
79 RESTRO BAR,ADITYAPUR,4.0,254,399,OTHER,INDIAN
U TURN RESTAURANT,ADITYAPUR,4.0,254,300,OTHER,NORTH INDIAN
KAVERI BAKERY,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
THE LAJIJ ( CHAMPARAN MEAT HOUSE ),ADITYAPUR,4.0,30,200,OTHER,NORTH INDIAN
ANANDAM,ADITYAPUR,4.5,30,150,OTHER,SOUTH INDIAN
CHAMPARAN MEAT HOUSE,ADITYAPUR,4.0,254,300,OTHER,NORTH INDIAN
ZING,ADITYAPUR,4.0,254,350,OTHER,ITALIAN
7TH HEAVEN BAR AND RESTAURANT,ADITYAPUR,4.0,30,250,OTHER,CHINESE
PARATHA NATION,ADITYAPUR,3.5,30,200,OTHER,INDIAN
THE CHINESE MONK,ADITYAPUR,4.5,30,200,OTHER,CHINESE
FOODS HUB,ADITYAPUR,4.0,254,100,OTHER,NORTH INDIAN
OM SAI RAM MOMOS,ADITYAPUR,4.5,300,100,OTHER,NEPALESE
MEERA TIFFIN SERVICE,ADITYAPUR,4.0,30,200,OTHER,NORTH INDIAN
BAKERY HOUSE,ADITYAPUR,4.0,254,200,OTHER,BAKERY
MEERA'S MOMO,ADITYAPUR,4.0,254,100,OTHER,CHINESE
ROTI MAHAL 151 PARATHA'S,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
SAMOSA GULLY,ADITYAPUR,4.0,254,149,OTHER,SNACKS
BAKING BOND (SONARI),ADITYAPUR,4.0,254,300,OTHER,BAKERY
LALAJI KA DOSA CAFE & CUISINE,ADITYAPUR,4.0,254,100,OTHER,SOUTH INDIAN
GRILL INN,ADITYAPUR,4.0,254,399,OTHER,FAST FOOD
MITHILA SWEETS AND BAKERY,ADITYAPUR,4.5,80,299,OTHER,SWEETS
MADFEAST,ADITYAPUR,4.0,254,200,OTHER,CHINESE
MOMO'S VILLA,ADITYAPUR,4.0,254,120,OTHER,CHINESE
ANURAG FAST FOOD CENTRE,ADITYAPUR,4.5,80,150,OTHER,CHINESE
CRUSH!!,ADITYAPUR,4.0,254,150,OTHER,FAST FOOD
GRAPES GEL HOMEMADE BAKERY.,ADITYAPUR,4.0,254,200,OTHER,BAKERY
SHRI HIRA SWEETS,ADITYAPUR,4.5,300,150,OTHER,SWEETS
KHALSA HOTEL,ADITYAPUR,4.5,300,399,OTHER,INDIAN
GREEN BURST,ADITYAPUR,4.0,30,290,OTHER,NORTH INDIAN
THE BASEMENT,ADITYAPUR,4.5,300,300,OTHER,INDIAN
YUMMY KHICHDI,ADITYAPUR,4.0,254,400,OTHER,INDIAN
QUEST REGENCY,ADITYAPUR,4.0,3000,400,OTHER,INDIAN
HOTEL THE AVENUE,ADITYAPUR,4.0,254,300,OTHER,CHINESE
PUJA SWEETS  MANGO,ADITYAPUR,4.0,254,100,OTHER,SWEETS
CHAKH-NAA,ADITYAPUR,4.0,300,200,OTHER,CHINESE
THE SATKAR HOTEL,ADITYAPUR,4.0,300,200,OTHER,INDIAN
ROYAL MAX BAKERY,ADITYAPUR,4.0,30,200,OTHER,BAKERY
HIDEAWAY CAFE,ADITYAPUR,4.0,254,300,OTHER,SALADS
REENA'S KITCHEN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
PRIYA CHINESE FAST FOOD,ADITYAPUR,4.0,254,100,OTHER,CHINESE
SHER - E- PUNJAB,ADITYAPUR,4.0,30,200,OTHER,CHINESE
THE ASIAN WOK,ADITYAPUR,4.0,254,400,OTHER,CHINESE
SCRATCH,ADITYAPUR,4.0,30,400,OTHER,CHINESE
UP 'N' ABOVE,ADITYAPUR,4.0,80,599,OTHER,INDIAN
INDIAN-CHINESE  CORNER,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
OREGANO,ADITYAPUR,4.0,254,200,OTHER,SNACKS
BANJARA,ADITYAPUR,4.0,254,400,OTHER,CONTINENTAL
PURVI'S KITCHEN,ADITYAPUR,4.0,254,150,OTHER,CHINESE
SRI GANESH MOMO,ADITYAPUR,4.0,254,150,OTHER,STREET FOOD
DHARMADAS,ADITYAPUR,4.0,254,200,OTHER,CHINESE
SARASWATI SWEETS AND KITCHEN,ADITYAPUR,4.0,254,150,OTHER,INDIAN
GOLMURI MISTAN BHANDAR,ADITYAPUR,4.0,30,100,OTHER,SWEETS
THE SPICY KITCHEN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
THE SOUTH INDIAN DISH,ADITYAPUR,4.0,254,150,OTHER,SOUTH INDIAN
FOOD FROM HOME,ADITYAPUR,4.0,30,199,OTHER,INDIAN
NEW GANGOUR SWEETS (MANGO),ADITYAPUR,4.0,80,200,OTHER,SWEETS
THE CRICKETS CAFE,ADITYAPUR,4.0,300,300,OTHER,INDIAN
DELHI DARBAR ( MANGO ),ADITYAPUR,3.5,30,200,OTHER,BIRYANI
BALAJI TIFFIN ( SUNSHINE ENTERPRISES),ADITYAPUR,4.0,254,100,OTHER,SOUTH INDIAN
WOW CHINESE FAST FOOD,ADITYAPUR,4.0,254,250,OTHER,CHINESE
WAFF & CRISP,ADITYAPUR,4.0,254,200,OTHER,BEVERAGES
HOTEL DS INTERNATIONAL,ADITYAPUR,4.0,30,300,OTHER,NORTH INDIAN
HUNGRY KYA,ADITYAPUR,4.5,300,200,OTHER,BIRYANI
PURE VEG RASOI,ADITYAPUR,4.0,80,50,OTHER,SNACKS
BLUE CUP CAKE,ADITYAPUR,4.0,254,100,OTHER,CHINESE
KEBAB FACTORY,ADITYAPUR,4.0,30,200,OTHER,TANDOOR
DAWAT,ADITYAPUR,4.0,254,200,OTHER,CHINESE
TUBE MAKERS CLUB,ADITYAPUR,4.0,254,200,OTHER,BIRYANI
THE CHINESE POINT,ADITYAPUR,4.0,254,200,OTHER,CHINESE
EXOTICA CANDELA,ADITYAPUR,4.0,254,200,OTHER,DESSERTS
PARTY BUFFET,ADITYAPUR,4.0,254,200,OTHER,INDIAN
BARN N BARBECUE.,ADITYAPUR,4.0,30,200,OTHER,CHINESE
UNCLE TIFFIN,ADITYAPUR,4.0,254,250,OTHER,INDIAN
BRUNCH ITALINO (MANGO),ADITYAPUR,4.0,254,300,OTHER,BAKERY
FRANKY'S MOMOS,ADITYAPUR,4.5,300,150,OTHER,CHINESE
MOM'S FOOD FACTORY.,ADITYAPUR,4.0,254,200,OTHER,INDIAN
AMAN MOMOS,ADITYAPUR,4.5,80,150,OTHER,NEPALESE
THE CHILLI HUT,ADITYAPUR,4.0,254,200,OTHER,CHINESE
PIZZA CAFE,ADITYAPUR,4.0,254,200,OTHER,PIZZAS
PUJA SWEETS  TINPLATE,ADITYAPUR,4.0,254,100,OTHER,SWEETS
FOOD POINT,ADITYAPUR,4.0,254,300,OTHER,CHINESE
BIRYANI ADDA,ADITYAPUR,4.0,254,200,OTHER,INDIAN
KATHINATION,ADITYAPUR,4.0,254,250,OTHER,INDIAN
DEV RAJ HOTEL,ADITYAPUR,4.0,254,100,OTHER,NORTH INDIAN
ANNAPURNA NEW SURUCHI HOTEL,ADITYAPUR,4.5,300,299,OTHER,INDIAN
THE ALTIRA HOTEL,ADITYAPUR,4.0,80,250,OTHER,CHINESE
FOOD CORNER,ADITYAPUR,4.0,254,149,OTHER,CHAAT
SPICY KITCHEN,ADITYAPUR,4.0,254,200,OTHER,SOUTH INDIAN
BELGIUM BAKERS,ADITYAPUR,4.0,254,100,OTHER,BAKERY
GREEN CHILLI,ADITYAPUR,4.0,254,200,OTHER,CHINESE
AMARANTA,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
KKFC,ADONI,4.0,80,200,OTHER,ITALIAN
LASSI SHOP,ADONI,4.0,80,150,OTHER,DESSERTS
DEEPTHI PURE VEG  FAMILY RESTAURANT,ADONI,4.5,300,250,OTHER,SOUTH INDIAN
S USHA STAR RESTAURANT,ADONI,4.0,80,250,OTHER,BIRYANI
SHAWARMA KING,ADONI,3.5,80,150,OTHER,ARABIAN
ARYA HOTEL,ADONI,4.0,300,150,OTHER,NORTH INDIAN
PIZZA HOUSE,ADONI,4.5,300,199,OTHER,PIZZAS
FRIENDS RESTAURANT,ADONI,4.0,300,299,OTHER,NORTH INDIAN
CHAI ADDA,ADONI,3.5,80,150,OTHER,BEVERAGES
DEEPTHI VEG AND NONVEG RESTAURANT,ADONI,4.0,300,250,OTHER,SOUTH INDIAN
CHINESE FOOD COURT,ADONI,3.5,141,199,OTHER,CHINESE
MILATARY HOTEL,ADONI,3.5,300,150,OTHER,BIRYANI
RAINBOW RESTAURANT,ADONI,3.5,141,200,OTHER,BIRYANI
ROTI WALA,ADONI,3.0,30,199,OTHER,BIRYANI
SPICY HUT RESTAURANT,ADONI,3.5,141,199,OTHER,INDIAN
GOKUL CHATS,ADONI,3.5,80,199,OTHER,CHINESE
SPICY HUT PARCEL POINT,ADONI,4.0,30,200,OTHER,NORTH INDIAN
SREE TULAJA BHAVANI RESTAURANT,ADONI,3.5,300,250,OTHER,INDIAN
THE HUNGRY RESTAURANT,ADONI,3.5,141,200,OTHER,INDIAN
DELIGHT HOME,ADONI,3.5,141,120,OTHER,SWEETS
LUCKY SHAWARMA,ADONI,3.5,141,250,OTHER,SNACKS
MA PALLE RUCHULU,ADONI,3.0,30,200,OTHER,SOUTH INDIAN
KUMBAKARNA BIRYANI HOUSE,ADONI,3.5,80,250,OTHER,BIRYANI
ONLY KABAB'S,ADONI,4.0,30,250,OTHER,KEBABS
BIRYANI'S' N' MORE,ADONI,3.5,300,250,OTHER,BIRYANI
CHINESE FOOD WORLD,ADONI,3.5,141,250,OTHER,ASIAN
ZAATAR RESTAURANT,ADONI,3.5,141,250,OTHER,BIRYANI
MASALA BOWL MULTICUSINE RESTAURANT,ADONI,3.0,80,250,OTHER,BIRYANI
NAKSHTRA PURE VEG RESTAURANT,ADONI,3.0,30,250,OTHER,INDIAN
ARABIAN FOOD COURT,ADONI,3.5,141,250,OTHER,BIRYANI
KING KABAB POINT,ADONI,3.5,141,250,OTHER,CHINESE
HOTEL MADHAVI,ADONI,3.5,30,150,OTHER,SOUTH INDIAN
TAJ ARABIAN RESTAURANT,ADONI,3.5,141,199,OTHER,INDIAN
SLV CAKE HOUSE,ADONI,3.5,141,100,OTHER,DESSERTS
TEA TIME,ADONI,3.5,141,199,OTHER,BEVERAGES
FIVE STAR CHICKEN,ADONI,3.5,141,199,OTHER,SNACKS
LASSI SPOT,ADONI,4.0,30,250,OTHER,ICE CREAM
GUJRAT HOTEL AND RESTAURANT,AGARTALA,4.0,370,150,OTHER,INDIAN
DAYA HARI CHATPATA,AGARTALA,4.5,3000,300,OTHER,NORTH INDIAN
KFC,AGARTALA,4.0,3000,450,OTHER,AMERICAN
TASTE BUDS,AGARTALA,4.0,370,200,OTHER,NORTH INDIAN
SHEROWALI BHOJ- NON VEG HOTEL & RESTAURANT,AGARTALA,4.0,3000,300,OTHER,INDIAN
SHEROWALI RESTAURANT AND FAST FOODS,AGARTALA,4.5,3000,200,OTHER,NORTH INDIAN
GOVARDHAN,AGARTALA,4.0,370,250,OTHER,FAST FOOD
DAYA HARI MITHAI,AGARTALA,4.5,800,175,OTHER,INDIAN
DEVI FAST FOOD,AGARTALA,4.5,800,175,OTHER,NORTH INDIAN
LETS DIMSUM,AGARTALA,4.0,800,250,OTHER,INDIAN
SWASTI NIRAMISH HOTEL,AGARTALA,4.0,3000,300,OTHER,INDIAN
GOPAL MISTANNA BHANDAR,AGARTALA,4.0,800,100,OTHER,DESSERTS
MOMOS N MORE,AGARTALA,4.0,300,250,OTHER,CHINESE
TRINAYANI,AGARTALA,4.0,800,200,OTHER,INDIAN
UK PIZZA HUT,AGARTALA,4.0,300,300,OTHER,AMERICAN
DELICIOUS FAST FOOD AND TIFFIN HUB,AGARTALA,4.0,800,175,OTHER,NORTH INDIAN
SHYAMASREE RESTAURANT,AGARTALA,4.0,800,175,OTHER,NORTH INDIAN
NATIONAL FAST FOOD,AGARTALA,4.0,300,150,OTHER,CHINESE
HERITAGE,AGARTALA,4.0,300,300,OTHER,NORTH INDIAN
0 DERGEE CELCIUS,AGARTALA,4.0,300,250,OTHER,DESSERTS
RADHE BOL,AGARTALA,4.0,300,300,OTHER,SOUTH INDIAN
CHOLO KHAI,AGARTALA,4.0,300,150,OTHER,FAST FOOD
MANTU BIRYANI,AGARTALA,4.0,300,100,OTHER,BIRYANI
NEW ASHOKA RESTAURANT,AGARTALA,4.0,300,250,OTHER,NORTH INDIAN
ABHISHEK HOTEL AND RESTAURANT,AGARTALA,4.0,300,450,OTHER,NORTH INDIAN
FRESPRESSO,AGARTALA,3.5,300,250,OTHER,NORTH INDIAN
MRS. BANYAN RESTURANT,AGARTALA,4.0,300,125,OTHER,INDIAN
EATOPIA ZANNAT,AGARTALA,4.0,800,450,OTHER,INDIAN
CAKE PLAZA,AGARTALA,4.5,300,8,OTHER,BAKERY
SHEROWALI SWEETS,AGARTALA,4.5,300,150,OTHER,SWEETS
AROMA,AGARTALA,4.0,300,200,OTHER,CHINESE
HOTEL NIRAMISH BHOJANALAY,AGARTALA,3.5,300,300,OTHER,INDIAN
MATKAWALA,AGARTALA,3.5,300,200,OTHER,INDIAN
INSTAMOMO,AGARTALA,3.5,30,150,OTHER,CHINESE
HUNGRILLA,AGARTALA,4.0,800,250,OTHER,NORTH INDIAN
CHATPATA CAKE CORNER,AGARTALA,4.5,80,150,OTHER,BAKERY
TIFFINS (FROM HUNGRILLA),AGARTALA,3.5,300,200,OTHER,FAST FOOD
OFUI HOTEL & RESTAURANT,AGARTALA,3.5,80,150,OTHER,INDIAN
DELICIOUS FAST FOOD,AGARTALA,3.5,300,150,OTHER,INDIAN
MOMO MAGIC CAFE,AGARTALA,4.0,300,200,OTHER,CHINESE
POUSHALI FAST FOOD CENTRE,AGARTALA,3.5,300,200,OTHER,BIRYANI
SWAPNA FAST FOOD CENTER,AGARTALA,4.0,300,125,OTHER,INDIAN
RUPAR TORI HOTEL & RESTAURANT,AGARTALA,4.0,300,375,OTHER,INDIAN
HOTEL WOODLAND PARK,AGARTALA,4.0,370,275,OTHER,NORTH INDIAN
SMOKE N SPICE,AGARTALA,3.5,800,200,OTHER,CHINESE
TAJ_AN EXCLUSIVE VEG RESTAURENT,AGARTALA,4.5,300,275,OTHER,NORTH INDIAN
SHEROWALI SNACKS AND BAKERY,AGARTALA,4.5,80,150,OTHER,BAKERY
KHATTA MEETHA,AGARTALA,4.0,370,350,OTHER,CHINESE
WOW SHAWARMA,AGARTALA,4.5,800,200,OTHER,FAST FOOD
HAPIEEE BOX,AGARTALA,3.5,300,300,OTHER,FAST FOOD
TARA BIRIYANI,AGARTALA,3.5,80,200,OTHER,BIRYANI
THE ROLL HUT,AGARTALA,4.5,300,175,OTHER,CHINESE
HOTEL RIMI INTERNATIONAL,AGARTALA,4.0,30,1000,OTHER,INDIAN
BAWARCHI KOLKATA,AGARTALA,4.5,300,150,OTHER,INDIAN
PIZZA'RIA,AGARTALA,3.5,30,275,OTHER,CONTINENTAL
LITTTLE CHEF AGARTALA,AGARTALA,4.0,300,200,OTHER,NORTH INDIAN
HOT BOX,AGARTALA,4.0,370,200,OTHER,CHINESE
MUMS KITCHEN,AGARTALA,4.0,80,200,OTHER,NORTH INDIAN
BOLLYWOOD RETRO-A MUSIC AND FOOD HUB,AGARTALA,4.0,30,300,OTHER,SNACKS
THE FAT CHICKEN,AGARTALA,3.5,300,300,OTHER,NORTH INDIAN
FRESH BITE,AGARTALA,4.0,300,100,OTHER,INDIAN
ME N MOMO,AGARTALA,4.5,80,150,OTHER,INDIAN
AMBAR RESTAURANT,AGARTALA,4.0,30,200,OTHER,THALIS
BEYONDBYTES,AGARTALA,4.0,370,300,OTHER,BAKERY
TAIPO,AGARTALA,4.5,80,150,OTHER,CHINESE
CAFE COFFEE DAY,AGARTALA,4.0,300,300,OTHER,BEVERAGES
KURRY KLUB,AGARTALA,4.0,80,425,OTHER,INDIAN
THE HUNGRY PORT,AGARTALA,4.0,800,250,OTHER,NORTH INDIAN
DEJA VU,AGARTALA,4.0,30,300,OTHER,CHINESE
BARBIE FOOD STALL,AGARTALA,3.5,300,150,OTHER,NORTH INDIAN
INDIAN CAKES & NUTS,AGARTALA,4.0,80,350,OTHER,INDIAN
RITWIKA'S FOOD FRESTO,AGARTALA,3.5,300,200,OTHER,NORTH INDIAN
HOTEL NEW BILAS,AGARTALA,4.0,370,225,OTHER,INDIAN
PUNJAB GRILL,AGARTALA,3.0,80,200,OTHER,INDIAN
BABUANA,AGARTALA,4.0,300,100,OTHER,INDIAN
HUNGRILLA (HOMELY),AGARTALA,4.0,300,200,OTHER,BENGALI
MUKHOROCHAK,AGARTALA,3.5,30,250,OTHER,BENGALI
MADHUR KHABAR,AGARTALA,3.0,80,100,OTHER,CHINESE
DEVI- FAMILY FAST FOOD CENTER,AGARTALA,4.5,30,150,OTHER,INDIAN
TIFFIN BOX,AGARTALA,4.0,370,200,OTHER,INDIAN
SNACKS & CHAKHNA- HOT AND FAST,AGARTALA,4.0,370,300,OTHER,SNACKS
BALAJI SWEETS AND VEG RESTAURANT,AGARTALA,4.0,30,300,OTHER,NORTH INDIAN
RANNAGHAR,AGARTALA,3.5,30,200,OTHER,INDIAN
ANGAARA BHATTI,AGARTALA,4.0,370,250,OTHER,BIRYANI
SMILE MOMO,AGARTALA,4.0,370,100,OTHER,CHINESE
RITWIKA S KITCHEN,AGARTALA,3.5,80,150,OTHER,INDIAN
GRILL NATION,AGARTALA,3.5,80,500,OTHER,CHINESE
BELLY IN BOWL,AGARTALA,4.0,370,300,OTHER,CHINESE
SPARKS- THE FOOD HUB,AGARTALA,4.0,3000,275,OTHER,INDIAN
JOY RAM FAST FOOD,AGARTALA,4.0,370,150,OTHER,INDIAN
7 S CHAI,AGARTALA,4.0,30,150,OTHER,BEVERAGES
ADI SANKAR HOTEL,AGARTALA,3.5,80,400,OTHER,NORTH INDIAN
DEVI- GOLGAPPA CHAT,AGARTALA,3.5,30,120,OTHER,CHAAT
FOOD CENTRE,AGARTALA,4.0,370,150,OTHER,NORTH INDIAN
ZAIKA RESTAURANT,AGARTALA,4.0,300,250,OTHER,NORTH INDIAN
KEBAB GHAR,AGARTALA,4.0,300,200,OTHER,KEBABS
CILANTRO MULTI CUISINE RESTAURANT,AGARTALA,4.0,300,325,OTHER,THAI
CHOLO ABAR KHAI,AGARTALA,4.0,370,150,OTHER,INDIAN
PORK HUT,AGARTALA,4.0,370,250,OTHER,INDIAN
THE SERIAL GRILLER,AGARTALA,3.5,300,300,OTHER,BIRYANI
RAHUL FAST FOOD EGG CAKE,AGARTALA,4.5,30,100,OTHER,FAST FOOD
HUNGRILLA VEGAN (PURE VEG),AGARTALA,4.0,30,150,OTHER,INDIAN
HIGH TREE,AGARTALA,4.0,80,150,OTHER,INDIAN
BAKU TIFFIN HOUSE,AGARTALA,4.0,300,200,OTHER,INDIAN
DOMINO'S PIZZA,AGARTALA,4.5,300,425,OTHER,PIZZAS
DEBBARMA FOOD CORNER,AGARTALA,2.5,80,200,OTHER,NORTH EASTERN
CHATHATAK (A COMPLETE TRIBAL FOOD),AGARTALA,4.0,80,200,OTHER,NORTH EASTERN
AURUM,AGARTALA,3.5,80,350,OTHER,SNACKS
APARNA TIFIN & FASTFOOD,AGARTALA,4.0,370,150,OTHER,CHINESE
KHUNTI	KARAI,AGARTALA,4.5,80,200,OTHER,INDIAN
PORK LOVERS,AGARTALA,3.0,30,150,OTHER,BIRYANI
MAA SARADAR RANNA GHOR,AGARTALA,4.0,300,125,OTHER,INDIAN
FOOD PLAZA,AGARTALA,4.0,30,300,OTHER,CHINESE
BONGO ROSH,AGARTALA,3.5,300,300,OTHER,NORTH INDIAN
CHAI SUTTA BAR,AGARTALA,4.0,370,100,OTHER,BEVERAGES
SKF FOOD WORLD,AGARTALA,4.0,30,150,OTHER,INDIAN
MIRCH MASALA FAST FOOD,AGARTALA,4.0,370,200,OTHER,CHINESE
GHARUA FAST FOOD,AGARTALA,4.0,370,150,OTHER,BIRYANI
ERROR 404,AGARTALA,4.0,370,100,OTHER,SNACKS
DAKSHIN BHARAT,AGARTALA,4.0,370,99,OTHER,INDIAN
ROCK N ROLL,AGARTALA,4.5,30,175,OTHER,NORTH INDIAN
HRM CLOUD KITCHEN,AGARTALA,4.0,370,200,OTHER,NORTH INDIAN
TRYME,AGARTALA,4.0,300,200,OTHER,INDIAN
COFFEE TEA AND ME,AGARTALA,4.0,370,250,OTHER,CAFE
HOTEL VIP INTERNATIONAL AGARTALA,AGARTALA,3.0,80,300,OTHER,BIRYANI
MOMO MAGIC CAFE (SANKAR CHOWMUNI),AGARTALA,4.0,370,300,OTHER,INDIAN
FOOD DELIGHT,AGARTALA,4.5,80,150,OTHER,CHINESE
SHEROWALI SWEETS AND FAST FOOD,AGARTALA,4.5,300,150,OTHER,DESSERTS
ANNAPURNA FAST FOOD CENTER,AGARTALA,4.0,370,150,OTHER,BIRYANI
ONE BITE  - AGARTALA,AGARTALA,4.0,370,250,OTHER,PIZZAS
SMOOTH BREW CAFE,AGARTALA,4.0,30,150,OTHER,BAKERY
DAWAT,AGARTALA,4.0,800,300,OTHER,KEBABS
MISTI PAN,AGARTALA,4.0,370,75,OTHER,DESSERTS
GREEN HOUSE,AGARTALA,2.5,30,200,OTHER,INDIAN
RAJBIR RESTAURANT,AGARTALA,4.0,30,150,OTHER,INDIAN
QUICK BITES,AGARTALA,4.0,370,100,OTHER,SNACKS
FULL HOUSE - AQUILARIA CLUBHOUSE,AGARTALA,4.5,300,600,OTHER,CHINESE
AMRITA FAST FOOD CENTRE,AGARTALA,4.5,30,200,OTHER,SNACKS
TEAOOZE (THE SNACKS BAR),AGARTALA,4.0,80,160,OTHER,SNACKS
HML ROOFTOP RESTAURANT,AGARTALA,4.0,80,450,OTHER,CHINESE
HOTEL POLO TOWERS,AGARTALA,4.0,80,600,OTHER,INDIAN
THE FOOD VILLA,AGARTALA,4.5,30,180,OTHER,CHINESE
NEW ROYAL VEG,AGARTALA,4.0,30,200,OTHER,INDIAN
HUNGRY HEAD CAFE,AGARTALA,4.0,370,150,OTHER,SNACKS
MOMOS 20,AGARTALA,3.5,80,125,OTHER,INDIAN
TIHAR FLAVOURS OF JAIL,AGARTALA,3.5,30,200,OTHER,INDIAN
MOU RESTAURANT & HOTEL,AGARTALA,4.0,370,550,OTHER,NORTH INDIAN
KURKUMA RESTUARANT & CAFE,AGARTALA,4.0,370,220,OTHER,ARABIAN
MOMO SALE (REPO),AGARTALA,4.0,370,150,OTHER,CHINESE
GINGER,AGARTALA,4.0,30,250,OTHER,CHINESE
STEAMIN MUGS CAFE & RESTAURANT,AGARTALA,4.0,370,400,OTHER,NORTH INDIAN
MAA BHAGAWATI BHOJ,AGARTALA,3.5,300,200,OTHER,INDIAN
ROASTED BEANS CAFE,AGARTALA,3.5,30,275,OTHER,CONTINENTAL
HAVE BREAK MOMO STALL,AGARTALA,4.0,300,150,OTHER,CHINESE
AAP KI RASOI,AGARTALA,4.0,300,150,OTHER,INDIAN
GOLDEN CAFEN AND RESTURA,AGARTALA,4.0,370,150,OTHER,CHINESE
RAMKRISHNA HOTEL AND RESTAURANT,AGARTALA,3.5,30,100,OTHER,INDIAN
WOW KITCHEN,AGARTALA,4.0,370,300,OTHER,SNACKS
AJANTA HOTEL,AGARTALA,4.0,80,200,OTHER,THALIS
CHEERS RESTAURANT,AGARTALA,4.0,370,200,OTHER,CHINESE
OXYFEED RESTAURANT,AGARTALA,4.0,30,150,OTHER,BIRYANI
NIRMALA HOTEL & RESTAURANT,AGARTALA,4.0,300,225,OTHER,NORTH INDIAN
BONG SPICE,AGARTALA,3.5,30,200,OTHER,INDIAN
GRAVITEA,AGARTALA,4.0,370,200,OTHER,INDIAN
RONI PUNJABI DHABA,AGARTALA,4.0,300,200,OTHER,NORTH INDIAN
BHAGAT HALWAI (DAYAL BAGH),AGRA,4.0,3000,250,OTHER,CHINESE
MAMA CHICKEN MAMA FRANKY HOUSE,AGRA,4.0,3000,200,OTHER,CHINESE
OM RESTAURANT,AGRA,4.0,30,250,OTHER,NORTH INDIAN
BHAGAT HALWAI & SONS - SHAHGANJ,AGRA,4.0,3000,250,OTHER,SOUTH INDIAN
DEEP CORNER,AGRA,3.5,300,300,OTHER,DESSERTS
PANKHURI RESTAURANT,AGRA,4.0,285,400,OTHER,CHINESE
BHAGAT HALWAI - NEHRU NAGAR (CIVIL LINES),AGRA,4.0,300,200,OTHER,SWEETS
SHRI RAM CHAT AND FAST FOOD CORNER,AGRA,4.0,285,100,OTHER,STREET FOOD
DESI MASALA,AGRA,4.0,285,200,OTHER,NORTH INDIAN
LA PINO'Z PIZZA,AGRA,4.0,800,300,OTHER,PIZZAS
THE MANOJ RESTAURANT,AGRA,4.0,300,400,OTHER,SOUTH INDIAN
LABBAIK CHICKEN CORNER,AGRA,3.5,300,600,OTHER,NORTH INDIAN
NEW PIZZA KING,AGRA,4.0,800,300,OTHER,PIZZAS
FAMOUS RESTAURANT,AGRA,4.0,285,300,OTHER,SOUTH INDIAN
GMB - GOPIKA SWEETS & RESTAURANT,AGRA,4.5,300,200,OTHER,SWEETS
HARI PAN BHANDAR,AGRA,4.0,285,200,OTHER,PAN-ASIAN
PUSHPAK MISTHAN BHANDAR,AGRA,4.0,300,200,OTHER,SWEETS
KANAK MISTHAN BHANDAR,AGRA,4.0,285,200,OTHER,SNACKS
CHIMMANLAL POORI WALE,AGRA,3.5,800,200,OTHER,DESSERTS
DEVIRAM ROYAL RESTAURANT,AGRA,3.5,80,400,OTHER,NORTH INDIAN
SHAWARMA N ROLLS,AGRA,4.0,285,300,OTHER,ARABIAN
GMB SWEETS,AGRA,4.5,300,200,OTHER,SWEETS
KATHI EXPRESS,AGRA,4.0,285,200,OTHER,SNACKS
CHINESE FOOD EXPRESS,AGRA,4.0,285,300,OTHER,CHINESE
JENITH FAST FOOD,AGRA,4.0,285,300,OTHER,FAST FOOD
FNP CAKES N MORE,AGRA,3.5,30,200,OTHER,DESSERTS
