name,city,rating,rating_count,cost,main_city,cuisine
MONGINIS,CHINAR PARK,4.0,389,300,KOLKATA,BAKERY
IRA LIFESTYLE CAFE - PIPAL TREE HOTEL,CHINAR PARK,4.0,389,550,KOLKATA,INDIAN
ALISHAN STAR RESTURANT (NEW ARSALAN ),CHINAR PARK,4.0,389,250,KOLKATA,BIRYANI
ABEEHA DA DHABA,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
KRAZZY FOR WAFFLE,CHINAR PARK,3.0,80,200,KOLKATA,DESSERTS
GHAR KI RASOI,CHINAR PARK,4.0,389,400,KOLKATA,NORTH INDIAN
SHARMA'S,CHINAR PARK,4.0,389,100,KOLKATA,INDIAN
EAT MORE,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
GOURMET ICE CREAM CAKES BY BASKIN ROBBINS,CHINAR PARK,4.5,30,400,KOLKATA,DESSERTS
MUSAFIR,CHINAR PARK,4.0,389,500,KOLKATA,ITALIAN
THE DOSAWALA,CHINAR PARK,4.0,80,200,KOLKATA,SOUTH INDIAN
XII ZODIAC,CHINAR PARK,4.0,389,1500,KOLKATA,CONTINENTAL
SNACK TIME,CHINAR PARK,4.0,389,250,KOLKATA,INDIAN
THE PALATE KITCHEN,CHINAR PARK,4.0,389,299,KOLKATA,NORTH INDIAN
MEAT BAR,CHINAR PARK,4.0,389,400,KOLKATA,SNACKS
SHARMA'S KITCHEN,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
SPICY CHILLI,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
BEST BITE,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
SWEET DELIGHT,CHINAR PARK,4.0,389,300,KOLKATA,BAKERY
YUM YUM KITCHEN,CHINAR PARK,4.0,389,100,KOLKATA,BIRYANI
MAMA MIA! - ITALIAN ICE CREAMS,CHINAR PARK,4.5,800,200,KOLKATA,ICE CREAM
THE ORIENT,CHINAR PARK,4.5,300,1000,KOLKATA,CHINESE
AFRAA DELI-CC2,CHINAR PARK,5.0,300,700,KOLKATA,CONTINENTAL
THE FORK ( BLOSSOM HEIGHTS ),CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
TUTUR KITCHEN,CHINAR PARK,4.0,389,150,KOLKATA,NORTH INDIAN
ALL IN ONE TEA SHOP,CHINAR PARK,3.5,30,200,KOLKATA,CHINESE
GO CHINESE,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
GRILL N CAFE,CHINAR PARK,4.0,389,200,KOLKATA,BENGALI
KOSHE KOSHA - CHINAR PARK,CHINAR PARK,4.5,300,500,KOLKATA,BENGALI
VEG DHABA,CHINAR PARK,4.0,300,100,KOLKATA,NORTH INDIAN
221 B BAKER'S STREET,CHINAR PARK,4.0,30,300,KOLKATA,CONTINENTAL
WAH! MOMO,CHINAR PARK,4.0,389,150,KOLKATA,CHINESE
NIGHT SERVICE,CHINAR PARK,4.5,30,300,KOLKATA,INDIAN
BIRYANI WALI (ORBITEDGE FOODS PVT LTD),CHINAR PARK,4.0,389,400,KOLKATA,NORTH INDIAN
THE PIZZA KING,CHINAR PARK,4.0,389,200,KOLKATA,PIZZAS
"KARIM'S - ORIGINAL FROM JAMA MASJID, DELHI 6",CHINAR PARK,4.5,30,700,KOLKATA,NORTH INDIAN
POCKETMEAL99,CHINAR PARK,4.0,800,200,KOLKATA,MUGHLAI
BIRYANI MEAL @99,CHINAR PARK,4.0,389,350,KOLKATA,BIRYANI
OH MY FOOD,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
PUNJAB-DA-DHABA,CHINAR PARK,4.5,30,250,KOLKATA,INDIAN
CHAKUM CHUKUM,CHINAR PARK,4.0,389,500,KOLKATA,CHINESE
FOOD MOOD,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
NEW GREEN CHILLI RESTAURANT,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
THE HUNGER STATION,CHINAR PARK,4.0,300,150,KOLKATA,SNACKS
AMINIA- CHINAR PARK,CHINAR PARK,4.5,3000,500,KOLKATA,BIRYANI
NEW ROYAL BIRYANI,CHINAR PARK,4.0,389,250,KOLKATA,BIRYANI
GUPTA'S VEG,CHINAR PARK,4.5,800,200,KOLKATA,INDIAN
THE TASTE OF ITALIAN,CHINAR PARK,4.0,389,400,KOLKATA,PIZZAS
H4A,CHINAR PARK,4.0,389,500,KOLKATA,BIRYANI
AR FOOD HUB,CHINAR PARK,4.0,389,150,KOLKATA,BEVERAGES
ANNAPURNA HESHEL,CHINAR PARK,4.0,389,280,KOLKATA,INDIAN
STASH CAFE,CHINAR PARK,4.0,389,200,KOLKATA,CAFE
PUCHKALICIOUS,CHINAR PARK,4.5,300,100,KOLKATA,CHAAT
KHAI KHAI BANGALIR THALI,CHINAR PARK,4.0,389,200,KOLKATA,THALIS
FAIR DEAL,CHINAR PARK,4.0,389,250,KOLKATA,INDIAN
CLOCHE KITCHEN,CHINAR PARK,4.0,389,600,KOLKATA,CONTINENTAL
THE FOOD WAY,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
BURGER BOX,CHINAR PARK,4.0,389,200,KOLKATA,FAST FOOD
PIZZZZZZA,CHINAR PARK,4.0,30,200,KOLKATA,PIZZAS
THE RASOI,CHINAR PARK,4.0,389,250,KOLKATA,BIRYANI
NABABO KI BIRYANI(ORBITEDGE FOODS PVT. LTD),CHINAR PARK,4.0,389,200,KOLKATA,SNACKS
THE FIRANGII FLAVOURS,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
SHENNONG KITCHEN,CHINAR PARK,4.0,389,299,KOLKATA,CHINESE
NEW ARSALAN BIRYANI HOUSE,CHINAR PARK,3.5,30,150,KOLKATA,BIRYANI
ALL-FRESCO,CHINAR PARK,4.5,30,800,KOLKATA,INDIAN
SANDWICH WALA,CHINAR PARK,4.0,30,350,KOLKATA,FAST FOOD
KINGDOM OF MOMOS,CHINAR PARK,4.0,30,400,KOLKATA,CHINESE
RAJ DARBAR,CHINAR PARK,4.0,389,550,KOLKATA,INDIAN
HONDO'S 2,CHINAR PARK,3.5,30,600,KOLKATA,AMERICAN
MOMO I AM,CHINAR PARK,4.5,3000,350,KOLKATA,ASIAN
NORTH POINT,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
MANGALAM SNACKS,CHINAR PARK,4.5,300,200,KOLKATA,FAST FOOD
MADRAS CAFE,CHINAR PARK,4.0,300,120,KOLKATA,SOUTH INDIAN
CAKE & BAKE,CHINAR PARK,4.0,389,500,KOLKATA,DESSERTS
THE TIBETAN CUISINE,CHINAR PARK,4.5,300,400,KOLKATA,TIBETAN
TANDOORI CHINESE,CHINAR PARK,4.5,300,400,KOLKATA,NORTH INDIAN
SANDWHICH BAR,CHINAR PARK,4.5,300,199,KOLKATA,FAST FOOD
MOM'S KITCHEN,CHINAR PARK,4.0,389,400,KOLKATA,CHINESE
BAKED FRIED,CHINAR PARK,4.0,389,250,KOLKATA,NORTH INDIAN
SLICE,CHINAR PARK,4.0,389,200,KOLKATA,BAKERY
PFC,CHINAR PARK,4.5,300,200,KOLKATA,FAST FOOD
S.S.B KITCHEN,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
BROCCOLI PIZZA & PASTA,CHINAR PARK,4.0,389,300,KOLKATA,PIZZAS
C.F.C (CALCUTTA FRIED CHICKEN),CHINAR PARK,4.0,389,200,KOLKATA,FAST FOOD
THE BURGER KING,CHINAR PARK,2.0,300,200,KOLKATA,FAST FOOD
CLASSIC SNACKS,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
STAR FOODIES HUB,CHINAR PARK,4.0,389,150,KOLKATA,ITALIAN
SRI MAA LAXMI,CHINAR PARK,4.0,30,100,KOLKATA,NORTH INDIAN
ITIHAAS,CHINAR PARK,4.0,389,300,KOLKATA,BEVERAGES
SEVEN 15,CHINAR PARK,4.0,389,250,KOLKATA,INDIAN
CRAZY 4 CAKES,CHINAR PARK,4.5,30,300,KOLKATA,BAKERY
THE MECHANIC CAFE,CHINAR PARK,4.0,389,300,KOLKATA,FAST FOOD
KASTURI XPRESS,CHINAR PARK,4.5,300,400,KOLKATA,BENGALI
NIC NATURAL ICE CREAMS,CHINAR PARK,5.0,3000,120,KOLKATA,ICE CREAM
ALISHAN STAR RESTAURANT,CHINAR PARK,3.5,80,150,KOLKATA,BIRYANI
GANESH FAST FOOD CENTER,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
CHINAMAN CHOW CHOW,CHINAR PARK,4.0,389,299,KOLKATA,INDIAN
JUS! MOMO,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
HONGBONG,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
BLAKELY BAKERY AND CONFECTIONARY,CHINAR PARK,4.0,80,450,KOLKATA,BAKERY
HAJI TAJ BIRIYANI,CHINAR PARK,2.5,30,250,KOLKATA,BIRYANI
THALI HUT,CHINAR PARK,4.0,300,200,KOLKATA,BENGALI
JUST CHINESE,CHINAR PARK,4.0,300,250,KOLKATA,CHINESE
MOMO STAR,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
INSTA FOODS,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
BOOZE,CHINAR PARK,4.0,389,400,KOLKATA,NORTH INDIAN
EAT O PIO,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
BANGALI BHOJ,CHINAR PARK,4.0,389,500,KOLKATA,INDIAN
THE BIRYANI INC.,CHINAR PARK,4.5,300,300,KOLKATA,BIRYANI
KABAB HOUSE,CHINAR PARK,4.0,389,200,KOLKATA,KEBABS
FOOD JUNCTION,CHINAR PARK,4.0,389,200,KOLKATA,SNACKS
SIDHI GANESH,CHINAR PARK,4.5,300,300,KOLKATA,SOUTH INDIAN
HAJI ALI BIRYANI CENTER,CHINAR PARK,4.0,30,200,KOLKATA,BIRYANI
RJ'S VEG,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
BIRIYANI EXPRESS,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
TANDOOR FACTORY,CHINAR PARK,4.0,389,200,KOLKATA,KEBABS
CAKE & SPICE,CHINAR PARK,4.0,389,125,KOLKATA,BAKERY
RELISHERS,CHINAR PARK,4.0,389,200,KOLKATA,SNACKS
THE BAHUBELLY,CHINAR PARK,4.0,389,200,KOLKATA,FAST FOOD
NEW HAJI ARSALAN BIRYANI HOUSE,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
KWALITY WALLS FROZEN DESSERT AND ICE CREAM SHOP,CHINAR PARK,5.0,300,300,KOLKATA,ICE CREAM
ITALIAN MEAL @99,CHINAR PARK,4.0,389,200,KOLKATA,ITALIAN
THE WALL,CHINAR PARK,4.0,80,1300,KOLKATA,CHINESE
BREAD OMELETTE,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
HAJI ALI,CHINAR PARK,4.0,389,350,KOLKATA,BIRYANI
PANCHFORON FOODS PVT LTD,CHINAR PARK,4.0,30,250,KOLKATA,BENGALI
WHEN HUNGER MEETS FOOD,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
HESEL,CHINAR PARK,4.0,389,150,KOLKATA,BIRYANI
DADA BOUDI BIRYANI BY FOCUS FOOD DELIVER SERVICE,CHINAR PARK,3.0,80,200,KOLKATA,BIRYANI
SPICE N HERBB,CHINAR PARK,4.0,389,200,KOLKATA,SOUTH INDIAN
NEW ARSALAN BIRYANI PALACE,CHINAR PARK,4.0,300,200,KOLKATA,BIRYANI
THE 9TH PLANET,CHINAR PARK,4.0,389,400,KOLKATA,ASIAN
6 BALLYGUNGE PLACE,CHINAR PARK,4.5,300,1000,KOLKATA,BENGALI
FIERY WINGS (HOT & SPICY),CHINAR PARK,4.0,389,350,KOLKATA,AMERICAN
COMPANY HOTEL & RESTAURANT,CHINAR PARK,4.5,30,300,KOLKATA,CHINESE
BANGLA BRISTO,CHINAR PARK,4.0,389,300,KOLKATA,BENGALI
PUNJABI BITES,CHINAR PARK,4.0,389,200,KOLKATA,NORTH INDIAN
MATKA PIZZA,CHINAR PARK,4.0,389,300,KOLKATA,FAST FOOD
PRAGATI KITCHEN,CHINAR PARK,4.0,389,200,KOLKATA,SOUTH INDIAN
ARSALAN BIRYANI HOUSE,CHINAR PARK,4.0,389,350,KOLKATA,BIRYANI
FLAVOURS HOME,CHINAR PARK,4.0,389,300,KOLKATA,COMBO
SWEET TREATS,CHINAR PARK,4.0,389,400,KOLKATA,BAKERY
MAA TARA RESTAURANT,CHINAR PARK,4.0,389,200,KOLKATA,FAST FOOD
TAKE IT CHEEEEEESY!,CHINAR PARK,4.0,389,150,KOLKATA,FAST FOOD
MAMA'S TIFFIN HOUSE,CHINAR PARK,4.0,389,100,KOLKATA,INDIAN
BHM KITCHEN,CHINAR PARK,4.0,389,280,KOLKATA,CHINESE
AAMI BANGALI,CHINAR PARK,4.0,300,400,KOLKATA,BENGALI
BIRYANI@99,CHINAR PARK,3.0,30,300,KOLKATA,BIRYANI
NEW ARSALAN BIRYANI BY FOCUS FOOD DELIVER SERVICE,CHINAR PARK,3.0,30,300,KOLKATA,BIRYANI
MAISON ROSE,CHINAR PARK,4.0,389,800,KOLKATA,NORTH INDIAN
INDIA RESTAURANT,CHINAR PARK,4.5,3000,400,KOLKATA,NORTH INDIAN
THE DELICIOUS MAFIA,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
TASTY ITEMS CORNER,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
KFC,CHINAR PARK,4.5,3000,450,KOLKATA,AMERICAN
AL-AAKIFA,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
BOTTLES UP,CHINAR PARK,4.0,389,150,KOLKATA,BEVERAGES
SONAM MAZABAN BIRYANI 2,CHINAR PARK,4.0,389,180,KOLKATA,BIRYANI
KING OF SPICY,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
PIZZA HUT EXPRESS,CHINAR PARK,3.0,30,300,KOLKATA,ITALIAN
GUPTAS DHABA,CHINAR PARK,4.0,389,250,KOLKATA,INDIAN
FLAVOURS 101,CHINAR PARK,4.0,389,300,KOLKATA,BAKERY
FOOD SQUARE,CHINAR PARK,3.5,30,250,KOLKATA,INDIAN
COMBOS@99,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
GOUTAM SWEETS,CHINAR PARK,4.0,389,50,KOLKATA,SWEETS
HAJI ALISHAN BIRYANI,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
BABUMOSAI,CHINAR PARK,4.0,300,299,KOLKATA,INDIAN
NEST - HOWARD JOHNSON,CHINAR PARK,4.5,30,500,KOLKATA,NORTH INDIAN
YAARA DA DHABA,CHINAR PARK,4.5,80,300,KOLKATA,NORTH INDIAN
RABRIBHOG,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
SWARNALI'S KITCHEN,CHINAR PARK,4.0,389,250,KOLKATA,SEAFOOD
VINAYAK,CHINAR PARK,3.5,30,200,KOLKATA,SOUTH INDIAN
NEW DADA BOUDI,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
QUARTER PLATE CAFE,CHINAR PARK,4.0,389,280,KOLKATA,INDIAN
SHIRAZ GOLDEN RESTAURANT,CHINAR PARK,4.0,300,500,KOLKATA,BIRYANI
SAFFRON GRILL,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
SKETCHIBITES,CHINAR PARK,4.0,389,500,KOLKATA,BAKERY
THE BAKWAS MOMO,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
TIKKA 21,CHINAR PARK,4.0,30,250,KOLKATA,INDIAN
PITHE GHOR,CHINAR PARK,4.5,300,200,KOLKATA,BENGALI
ZAFFRANI BIRYANI,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
BURGER IN LAW,CHINAR PARK,4.5,800,300,KOLKATA,AMERICAN
VICTORIA HOTEL KOLKATA,CHINAR PARK,4.0,389,700,KOLKATA,CHINESE
VESSEL,CHINAR PARK,4.0,389,500,KOLKATA,ORIENTAL
THE ROYAL,CHINAR PARK,4.0,389,250,KOLKATA,INDIAN
SHARMA'S FOOD COURT,CHINAR PARK,4.0,30,200,KOLKATA,INDIAN
SHER A PUNJAB,CHINAR PARK,4.0,800,300,KOLKATA,BIRYANI
FOODIE'S TALE,CHINAR PARK,4.0,389,500,KOLKATA,NORTH INDIAN
CAFE BURNER,CHINAR PARK,4.0,389,250,KOLKATA,PIZZAS
THE CHINAR MEALS_N_MEMORIES,CHINAR PARK,4.0,389,400,KOLKATA,INDIAN
NAWAB JUICE AND SNACKS,CHINAR PARK,4.0,389,250,KOLKATA,SNACKS
THE OCEAN KITCHEN,CHINAR PARK,4.0,389,399,KOLKATA,NORTH INDIAN
EBOWL,CHINAR PARK,4.5,300,150,KOLKATA,INDIAN
SPICIYA,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
THE BIHARI'S THEKUA FOOD PRODUCTS,CHINAR PARK,4.0,389,150,KOLKATA,BIHARI
THE DOUGHMAN PATISSERIE,CHINAR PARK,4.0,389,200,KOLKATA,BAKERY
AFSA FOOD CENTER,CHINAR PARK,4.0,389,100,KOLKATA,CHINESE
VESPER RESTAURANT,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
DHABA EKANTE,CHINAR PARK,3.5,30,250,KOLKATA,INDIAN
CREAMAFFAIR,CHINAR PARK,4.0,389,200,KOLKATA,BAKERY
SANTOSH PAN STUDIO,CHINAR PARK,5.0,80,120,KOLKATA,PAAN
BANGALIANA,CHINAR PARK,4.5,30,650,KOLKATA,BENGALI
SHIMLA BIRYANI,CHINAR PARK,4.0,80,500,KOLKATA,BIRYANI
TANDOOR-E-HIND,CHINAR PARK,4.0,389,300,KOLKATA,TANDOOR
GHAR KA KHANA,CHINAR PARK,4.0,389,300,KOLKATA,NORTH INDIAN
FISHAZE,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
TIFFIN BOX,CHINAR PARK,4.0,389,300,KOLKATA,BENGALI
ZAIQA A-1,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
MAGIC MAN,CHINAR PARK,4.0,389,300,KOLKATA,BEVERAGES
SHAWGERS,CHINAR PARK,4.0,389,250,KOLKATA,SNACKS
THE ITALIAN KITCHEN (MOOD FOR PIZZA),CHINAR PARK,4.0,389,400,KOLKATA,ITALIAN
UTTORE BANGLA,CHINAR PARK,4.0,389,400,KOLKATA,THALIS
FRIED N` FRESH CHICKII,CHINAR PARK,4.0,389,300,KOLKATA,FAST FOOD
MARINA RESTAURANT,CHINAR PARK,4.0,389,400,KOLKATA,CHINESE
MACHE BHATE BANGALI,CHINAR PARK,3.5,30,400,KOLKATA,HEALTHY FOOD
CAFE E MUMBAI,CHINAR PARK,4.0,389,250,KOLKATA,PIZZAS
STAR HAJI BIRYANI,CHINAR PARK,4.0,389,280,KOLKATA,BIRYANI
S S KITCHEN,CHINAR PARK,4.0,389,240,KOLKATA,NORTH INDIAN
FRIED 99,CHINAR PARK,4.0,389,150,KOLKATA,INDIAN
PADMA NODIR PARE,CHINAR PARK,4.0,30,250,KOLKATA,INDIAN
JAISWAL'S PIZZA FACTORY,CHINAR PARK,4.0,389,300,KOLKATA,PIZZAS
BRUNCH ITALINO,CHINAR PARK,4.0,389,300,KOLKATA,BAKERY
THE DINING TABLE,CHINAR PARK,4.0,300,250,KOLKATA,CHINESE
THE ITALIAN KITCHEN,CHINAR PARK,4.0,389,250,KOLKATA,PIZZAS
MRS KITCHEN,CHINAR PARK,4.0,389,400,KOLKATA,BEVERAGES
ROYAL BENGAL KITCHEN,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
SHARMA SWEETS & SNACKS,CHINAR PARK,4.0,389,150,KOLKATA,SNACKS
DAWAT-E-BIRYANI,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
BHOJNALAYA,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
SUPER STAR HAJI BIRYANI,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
NEW BIRYANI DARBAR,CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
GULISTA FAST FOOD,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
SANJHA CHULHA,CHINAR PARK,4.0,30,600,KOLKATA,NORTH INDIAN
NAWAB-E-MATKA,CHINAR PARK,4.0,389,200,KOLKATA,COMBO
SPICY CHINESE TWIST,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
THE FRENCH LOAF,CHINAR PARK,4.5,30,300,KOLKATA,BAKERY
AGARWAL'S KITCHEN,CHINAR PARK,4.0,80,250,KOLKATA,THALIS
KOLKATA 99 (ORBITEDGE FOODS PVT. LTD),CHINAR PARK,4.0,389,200,KOLKATA,SNACKS
LA PINO'Z PIZZA,CHINAR PARK,4.0,3000,300,KOLKATA,PIZZAS
TRILL,CHINAR PARK,4.0,30,600,KOLKATA,FAST FOOD
KESHARIYA DHABA,CHINAR PARK,3.0,30,300,KOLKATA,BEVERAGES
CAFE E KOLKATA,CHINAR PARK,4.0,389,150,KOLKATA,FAST FOOD
TARA SWEETS AND SNACKS,CHINAR PARK,4.0,389,200,KOLKATA,SWEETS
"CAKES,CHINAR PARK",CHINAR PARK,4.5,300,300,KOLKATA,DESSERTS
KASTURI RESTAURANT,CHINAR PARK,4.5,3000,400,KOLKATA,BENGALI
MACHHLI BABA FRIES,CHINAR PARK,4.5,300,500,KOLKATA,BENGALI
THE BIRYANI CAFE,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
PET PUJA,CHINAR PARK,4.0,389,300,KOLKATA,INDIAN
DESI CHAKHNA,CHINAR PARK,4.0,389,500,KOLKATA,NORTH INDIAN
HAJI ALI (ORBITEDGE FOODS PVT. LTD),CHINAR PARK,4.0,389,200,KOLKATA,INDIAN
ROLL CORNER,CHINAR PARK,4.0,389,100,KOLKATA,SNACKS
NEW INDIA BIRYANI HOUSE,CHINAR PARK,4.0,389,300,KOLKATA,BIRYANI
DESI CHAMPARAN MEAT,CHINAR PARK,3.5,30,500,KOLKATA,NORTH INDIAN
SHAWARMA NATION,CHINAR PARK,4.5,800,500,KOLKATA,LEBANESE
CHILLI CHICKEN,CHINAR PARK,4.0,389,100,KOLKATA,CHINESE
CHAMPARAN MEAT,CHINAR PARK,4.0,389,500,KOLKATA,NORTH INDIAN
KWALITY WALL'S SWIRL'S,CHINAR PARK,3.5,30,200,KOLKATA,DESSERTS
SHIVAM PIZZA CORNER,CHINAR PARK,4.0,389,200,KOLKATA,PIZZAS
NEW RANGEELA DHABA,CHINAR PARK,4.0,30,300,KOLKATA,INDIAN
KINGLY BITES,CHINAR PARK,4.0,389,299,KOLKATA,BIRYANI
GRAB & GO,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
ASIAN RESTAURANT,CHINAR PARK,4.0,389,250,KOLKATA,CHINESE
KRAZY FOR CHOCOLATES-CC2,CHINAR PARK,4.5,80,300,KOLKATA,DESSERTS
CHAUHAN DHABA,CHINAR PARK,4.0,300,350,KOLKATA,INDIAN
HOT PIZZA EXPRESS,CHINAR PARK,4.0,389,300,KOLKATA,PIZZAS
LAZEEZEDAAR,CHINAR PARK,4.0,389,250,KOLKATA,SNACKS
TRAFFIC GASTROPUB,CHINAR PARK,4.0,389,900,KOLKATA,INDIAN
LA COCOA INDIA,CHINAR PARK,4.0,389,400,KOLKATA,BAKERY
HATARI,CHINAR PARK,4.5,800,500,KOLKATA,CHINESE
SONAM MEZBAN BIRYANI,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
SAFFRON KITCHEN,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
KOLKATA BIRYANI,CHINAR PARK,4.0,389,350,KOLKATA,BIRYANI
RANGOLI RESTAURANT,CHINAR PARK,4.0,389,150,KOLKATA,CHINESE
SANTA DELIVERS,CHINAR PARK,4.5,300,300,KOLKATA,NORTH INDIAN
BHOJOHORI MANNA,CHINAR PARK,4.0,300,900,KOLKATA,BENGALI
BANGALI BABU,CHINAR PARK,3.5,30,400,KOLKATA,BENGALI
SHARMAA SWEETS & SNACKS,CHINAR PARK,4.0,300,150,KOLKATA,SWEETS
RITTY DHABA,CHINAR PARK,4.0,389,300,KOLKATA,NORTH INDIAN
YANA HUT,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
MIO AMORE - THE CAKE SHOP,CHINAR PARK,4.5,300,150,KOLKATA,DESSERTS
KHANA PINA,CHINAR PARK,3.0,30,250,KOLKATA,CHINESE
NEW RANGOLI RESTAURANT,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
ORBITEDGE FOODS PVT. LTD (NABABO KI BIRYANI),CHINAR PARK,4.0,389,400,KOLKATA,CONTINENTAL
TASTE OF CHINESE,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
HUNGER BUZZZ,CHINAR PARK,4.0,389,100,KOLKATA,INDIAN
RJ'S CAFE,CHINAR PARK,4.0,389,200,KOLKATA,CHINESE
MEHFIL BIRYANI BY ZAKIR KHAN,CHINAR PARK,4.0,30,350,KOLKATA,BIRYANI
LAND OF CAKES,CHINAR PARK,4.5,30,200,KOLKATA,BAKERY
CHAI MAFIA,CHINAR PARK,4.0,389,250,KOLKATA,BEVERAGES
MONKEY CHEF,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
MUGHALS SALTANAT,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
HAPPY MOMENTS CAKES & BAKES,CHINAR PARK,4.0,389,400,KOLKATA,BAKERY
SHARMA G,CHINAR PARK,4.0,389,300,KOLKATA,CHINESE
ROYAL BIRYANI HUB,CHINAR PARK,4.0,389,150,KOLKATA,BIRYANI
ALL AROUND PIZZA,CHINAR PARK,4.0,389,400,KOLKATA,PIZZAS
NEW BHARAT SWEETS,CHINAR PARK,4.5,80,100,KOLKATA,SWEETS
THE ITALIAN KITCHEN (PIZZA TREE),CHINAR PARK,4.0,389,400,KOLKATA,PIZZAS
BIRYANI TALES,CHINAR PARK,4.0,389,200,KOLKATA,BIRYANI
ONCE UPON A NOODLE BY AMBUJA NEOTIA,CHINAR PARK,4.0,80,599,KOLKATA,CHINESE
NEW AMINIYA BIRYANI,CHINAR PARK,4.0,389,150,KOLKATA,BIRYANI
AFGHAN BIRYANI,CHINAR PARK,4.0,389,250,KOLKATA,BIRYANI
AAHAAN'S DISH WISH,CHINAR PARK,4.0,389,240,KOLKATA,INDIAN
CHAT HOUSE,CHINAR PARK,4.0,300,150,KOLKATA,CHAAT
THE GALLEY,CHINAR PARK,4.0,389,250,KOLKATA,CONTINENTAL
CALEDON KABABS,CHINAR PARK,4.0,389,400,KOLKATA,KEBABS
NABADWIP SWEETS,KESTOPUR,4.5,80,300,KOLKATA,SWEETS
AL MEZBAN BIRYANI,KESTOPUR,4.0,359,250,KOLKATA,BIRYANI
NEW AMINIA BIRIYANI,KESTOPUR,4.0,300,200,KOLKATA,BIRYANI
WOW! SANDWICH,KESTOPUR,4.0,359,400,KOLKATA,FAST FOOD
BARRANCA,KESTOPUR,4.0,359,300,KOLKATA,NORTH INDIAN
D CHEF KITCHEN,KESTOPUR,4.0,359,300,KOLKATA,CHINESE
KATHMANDU MOMO,KESTOPUR,4.0,359,150,KOLKATA,CHINESE
OVEN CHEESY PIZZA,KESTOPUR,4.0,359,400,KOLKATA,PIZZAS
OM FOOD PLAZA,KESTOPUR,4.0,359,200,KOLKATA,INDIAN
SIVHSAKTI,KESTOPUR,4.0,359,300,KOLKATA,INDIAN
CAFE EKANTE,KESTOPUR,4.0,359,300,KOLKATA,BEVERAGES
THE SPICY CORNER (THE MAGNUM HOUSE),KESTOPUR,4.0,359,200,KOLKATA,NORTH INDIAN
THE SPICY CORNER (THE KING OF SPICY),KESTOPUR,4.0,359,200,KOLKATA,INDIAN
